id,title,year,abstract
10.1.1.24.6252,Smart Videoconferencing,2000,"The combination of acoustical and video processing to achieve a smart audio and video feed from a set of N microphones and M cameras is a task that might conventionally be accomplished by camerapersons and control room staff. However, in the context of videoconferencing this process needs to be performed by control software. We discuss the use of a multi-camera multi-microphone set up for unattended videoconferencing, and present details of a prototype implementation being developed."
10.1.1.24.5112,A Report on Some Recent Developments in TCP Congestion Control,2000,"This paper discusses several changes to TCP's congestion control, either proposed or in progress. The changes to TCP include a Limited Transmit mechanism for transmitting new packets on the receipt of one or two duplicate acknowledgements, and a SACK-based mechanism for detecting and responding to unnecessary Fast Retransmits or Retransmit Timeouts."
10.1.1.233.4878,Not for Quotation TEACHER PERFORMANCE INCENTIVES AND STUDENT OUTCOMES,2000,The paper was prepared for a National Academy of Sciences Conference entitled “Devising Incentives
10.1.1.232.463,Summarization evaluation using transformed basic elements,2008,"This paper describes BEwTE (Basic Elements with Transformations for Evaluation), an automatic system for summarization evaluation. BEwTE is a new, more sophisticated implementation of the BE framework that uses transformations to match BEs (minimallength syntactically wellformed units) that are lexically different yet semantically similar. We demonstrate the effectiveness of BEwTE using DUC and TAC datasets. 1"
10.1.1.231.8651,The bag-of-opinions method for review rating prediction from sparse text patterns,2010,"The problem addressed in this paper is to predict a user’s numeric rating in a product review from the text of the review. Unigram and n-gram representations of text are common choices in opinion mining. However, unigrams cannot capture important expressions like “could have been better”, which are essential for prediction models of ratings. N-grams of words, on the other hand, capture such phrases, but typically occur too sparsely in the training set and thus fail to yield robust predictors. This paper overcomes the limitations of these two models, by introducing a novel kind of bag-of-opinions representation, where an opinion, within a review, consists of three components: a root word, a set of modifier words from the same sentence, and one or more negation words. Each opinion is assigned a numeric score which is learned, by ridge regression, from a large, domain-independent corpus of reviews. For the actual test case of a domain-dependent review, the review’s rating is predicted by aggregating the scores of all opinions in the review and combining it with a domaindependent unigram model. The paper presents a constrained ridge regression algorithm for learning opinion scores. Experiments show that the bag-of-opinions method outperforms prior state-of-the-art techniques for review rating prediction."
10.1.1.231.2352,"Section: Data Cube & OLAP 1 Models, Issues, and Techniques in OLAP",,"The problem of efficiently visualizing multidimensional data sets produced by scientific and statistical tasks/ processes is becoming increasingly challenging, and is attracting the attention of a wide multidisciplinary"
10.1.1.23.9777, Managing Surrogate Objectives to Optimize a Helicopter Rotor Design -- Further Experiments ,1998,"It is common engineering practice to use response surface approximations as surrogates for an expensive objective function in engineering design. The rationale is to reduce the number of detailed, costly analyses required during optimization. In earlier work, we developed a rigorous and effective scheme for managing the interplay between the use of surrogates in the optimization and scheduled progress checks with the expensive analysis so that the process converges to a solution of the original design problem. In this paper, we will report our latest numerical tests with a helicopter rotor design problem which has proved to be a fruitful laboratory for experimentation. The results given here support the use of an ANOVA decomposition on a DACE model to identify the most important optimization variables in an optimal design problem."
10.1.1.23.8906,A Unified Approach to Spatial Outliers Detection,2003,"Spatial outliers represent locations which are significantly different from their neighborhoods even though they may not be significantly different from the entire population. Identification of spatial outliers can lead to the discovery of unexpected, interesting, and implicit knowledge, such as local instability. In this paper, we first provide a general definition of S-outliers for spatial outliers. This definition subsumes the traditional definitions of spatial outliers. Second, we characterize the computation structure of spatial outlier detection methods and present scalable algorithms. Third, we provide a cost model of the proposed algorithms."
10.1.1.23.8510,Computing Partial Data Cubes for Parallel Data Warehousing Applications,2001,"In this paper, we focus on an approach to On-Line Analytical  Processing (OLAP) that is based on a database operator and data  structure called the datacube. The datacube is a relational operator that  is used to construct all possible views of a given data set. E#cient algorithms  for computing the entire datacube --- both sequentially and in  parallel --- have recently been proposed. However, due to space and time  constraints, the assumption that all 2  d  (where d = dimensions) views  should be computed is often not valid in practice. As a result, algorithms  for computing partial datacubes are required. In this paper, we  describe a parallel algorithm for computing partial datacubes and provide  preliminary experimental results based on an implementation in C  and MPI."
10.1.1.23.7893,Eraser: A Dynamic Data Race Detector for Multi-Threaded Programs,1997,"Multi-threaded programming is difficult and error prone. It is easy to make a mistake in synchronization that produces a data race, yet it can be extremely hard to locate this mistake during debugging. This paper describes a new tool, called Eraser, for dynamically detecting data races in lock-based multi-threaded programs. Eraser uses binary rewriting techniques to monitor every shared memory reference and verify that consistent locking behavior is observed. We present several case studies, including undergraduate coursework and a multi-threaded Web search engine, that demonstrate the effectiveness of this approach."
10.1.1.23.7215,PostgreSQL 7.1 Programmer's Guide,1998,Accessible reference for SQL features.
10.1.1.23.697,World-Wide Web Proxies,1994,"A WWW proxy server, proxy for short, provides access to the Web for people on closed subnets who can only access the Internet through a firewall machine. The hypertext server developed at CERN, cern_httpd, is capable of running as a proxy, providing seamless external access to HTTP, Gopher, WAIS and FTP. cern_httpd has had gateway features for a long time, but only this spring they were extended to support all the methods in the HTTP protocol used by WWW clients. Clients don't lose any functionality by going through a proxy, except special processing they may have done for nonnative Web protocols such as Gopher and FTP. A brand new feature is caching performed by the proxy, resulting in shorter response times after the first document fetch. This makes proxies useful even to the people who do have full Internet access and don't really need the proxy just to get out of their local subnet. This paper gives an overview of proxies and reports their current status.  1.0 "
10.1.1.229.2982,Distribution Fields for Tracking,,"Visual tracking of general objects often relies on the assumption that gradient descent of the alignment function will reach the global optimum. A common technique to smooth the objective function is to blur the image. However, blurring the image destroys image information, which can cause the target to be lost. To address this problem we introduce a method for building an image descriptor using distribution fields (DFs), a representation that allows smoothing the objective function without destroying information about pixel values. We present experimental evidence on the superiority of the width of the basin of attraction around the global optimum of DFs over other descriptors. DFs also allow the representation of uncertainty about the tracked object. This helps in disregarding outliers during tracking (like occlusions or small misalignments) without modeling them explicitly. Finally, this provides a convenient way to aggregate the observations of the object through time and maintain an updated model. We present a simple tracking algorithm that uses DFs and obtains state-of-the-art results on standard benchmarks. 1."
10.1.1.229.1053,The bag-of-opinions method for review rating prediction from sparse text patterns,2010,"The problem addressed in this paper is to predict a user’s numeric rating in a product review from the text of the review. Unigram and n-gram representations of text are common choices in opinion mining. However, unigrams cannot capture important expressions like “could have been better”, which are essential for prediction models of ratings. N-grams of words, on the other hand, capture such phrases, but typically occur too sparsely in the training set and thus fail to yield robust predictors. This paper overcomes the limitations of these two models, by introducing a novel kind of bag-of-opinions representation, where an opinion, within a review, consists of three components: a root word, a set of modifier words from the same sentence, and one or more negation words. Each opinion is assigned a numeric score which is learned, by ridge regression, from a large, domain-independent corpus of reviews. For the actual test case of a domain-dependent review, the review’s rating is predicted by aggregating the scores of all opinions in the review and combining it with a domaindependent unigram model. The paper presents a constrained ridge regression algorithm for learning opinion scores. Experiments show that the bag-of-opinions method outperforms prior state-of-the-art techniques for review rating prediction."
10.1.1.228.8436,H.: Geodesic distance-weighted shape vector image diffusion,2008,"Abstract—This paper presents a novel and efficient surface matching and visualization framework through the geodesic distanceweighted shape vector image diffusion. Based on conformal geometry, our approach can uniquely map a 3D surface to a canonical rectangular domain and encode the shape characteristics (e.g., mean curvatures and conformal factors) of the surface in the 2D domain to construct a geodesic distance-weighted shape vector image, where the distances between sampling pixels are not uniform but the actual geodesic distances on the manifold. Through the novel geodesic distance-weighted shape vector image diffusion presented in this paper, we can create a multiscale diffusion space, in which the cross-scale extrema can be detected as the robust geometric features for the matching and registration of surfaces. Therefore, statistical analysis and visualization of surface properties across subjects become readily available. The experiments on scanned surface models show that our method is very robust for feature extraction and surface matching even under noise and resolution change. We have also applied the framework on the real 3D human neocortical surfaces, and demonstrated the excellent performance of our approach in statistical analysis and integrated visualization of the multimodality volumetric data over the shape vector image. Index Terms—Surface Matching, Shape Vector Image, Multiscale Diffusion, Visualization. 1"
10.1.1.228.2186,Distribution Fields for Tracking ,,"Visual tracking of general objects often relies on the assumption that gradient descent of the alignment function will reach the global optimum. A common technique to smooth the objective function is to blur the image. However, blurring the image destroys image information, which can cause the target to be lost. To address this problem we introduce a method for building an image descriptor using distribution fields (DFs), a representation that allows smoothing the objective function without destroying information about pixel values. We present experimental evidence on the superiority of the width of the basin of attraction around the global optimum of DFs over other descriptors. DFs also allow the representation of uncertainty about the tracked object. This helps in disregarding outliers during tracking (like occlusions or small misalignments) without modeling them explicitly. Finally, this provides a convenient way to aggregate the observations of the object through time and maintain an updated model. We present a simple tracking algorithm that uses DFs and obtains state-of-the-art results on standard benchmarks.  "
10.1.1.227.8515,Methods,2012,AutoLockMass- This function decides where the lock mass scans are in the xcmsRaw object. This is done by using the scan time differences. Arguments object An xcmsRaw-class object
10.1.1.227.7452,PESA: Phrase pair extraction as sentence splitting,2005,"Most statistical machine translation systems use phrase-to-phrase translations to capture local context information, leading to better lexical choice and more reliable local reordering. The quality of the phrase alignment is crucial to the quality of the resulting translations. Here, we propose a new phrase alignment method, not based on the Viterbi path of word alignment models. Phrase alignment is viewed as a sentence splitting task. For a given spitting of the source sentence (source phrase, left segment, right segment) find a splitting for the target sentence, which optimizes the overall sentence alignment probability. Experiments on different translation tasks show that this phrase alignment method leads to highly competitive translation results. 1"
10.1.1.227.6950,FaceTracer: A search engine for large collections of images with faces. ECCV,2008,"Abstract. We have created the first image search engine based entirely on faces. Using simple text queries such as “smiling men with blond hair and mustaches, ” users can search through over 3.1 million faces which have been automatically labeled on the basis of several facial attributes. Faces in our database have been extracted and aligned from images downloaded from the internet using a commercial face detector, and the number of images and attributes continues to grow daily. Our classification approach uses a novel combination of Support Vector Machines and Adaboost which exploits the strong structure of faces to select and train on the optimal set of features for each attribute. We show state-of-the-art classification results compared to previous works, and demonstrate the power of our architecture through a functional, large-scale face search engine. Our framework is fully automatic, easy to scale, and computes all labels off-line, leading to fast on-line search performance. In addition, we describe how our system can be used for a number of applications, including law enforcement, social networks, and personal photo management. Our search engine will soon be made publicly available. 1"
10.1.1.227.1851,“access/refractory ” and “degraded-store”,,semantic impairments
10.1.1.226.8283,Cross-Cutting Models of Lexical Semantics,,"Context-dependent word similarity can be measured over multiple cross-cutting dimensions. For example, lung and breath are similar thematically, while authoritative and superficial occur in similar syntactic contexts, but share little semantic similarity. Both of these notions of similarity play a role in determining word meaning, and hence lexical semantic models must take them both into account. Towards this end, we develop a novel model, Multi-View Mixture (MVM), that represents words as multiple overlapping clusterings. MVM finds multiple data partitions based on different subsets of features, subject to the marginal constraint that feature subsets are distributed according to Latent Dirichlet Allocation. Intuitively, this constraint favors feature partitions that have coherent topical semantics. Furthermore, MVM uses soft feature assignment, hence the contribution of each data point to each clustering view is variable, isolating the impact of data only to views where they assign the most features. Through a series of experiments, we demonstrate the utility of MVM as an inductive bias for capturing relations between words that are intuitive to humans, outperforming related models such as Latent Dirichlet Allocation. 1"
10.1.1.226.404,Methods,2012,AutoLockMass- This function decides where the lock mass scans are in the xcmsRaw object. This is done by using the scan time differences. Arguments object An xcmsRaw-class object
10.1.1.225.9097,Hard-To-Use Interfaces Considered Beneficial (Some of the Time),,Copyright is held by the author/owner(s).
10.1.1.224.6866,Jointly Learning to Extract and Compress,,"We learn a joint model of sentence extraction and compression for multi-document summarization. Our model scores candidate summaries according to a combined linear model whose features factor over (1) the n-gram types in the summary and (2) the compressions used. We train the model using a marginbased objective whose loss captures end summary quality. Because of the exponentially large set of candidate summaries, we use a cutting-plane algorithm to incrementally detect and add active constraints efficiently. Inference in our model can be cast as an ILP and thereby solved in reasonable time; we also present a fast approximation scheme which achieves similar performance. Our jointly extracted and compressed summaries outperform both unlearned baselines and our learned extraction-only system on both ROUGE and Pyramid, without a drop in judged linguistic quality. We achieve the highest published ROUGE results to date on the TAC 2008 data set. 1"
10.1.1.224.5470,Cross-Cutting Models of Lexical Semantics,,"Context-dependent word similarity can be measured over multiple cross-cutting dimensions. For example, lung and breath are similar thematically, while authoritative and superficial occur in similar syntactic contexts, but share little semantic similarity. Both of these notions of similarity play a role in determining word meaning, and hence lexical semantic models must take them both into account. Towards this end, we develop a novel model, Multi-View Mixture (MVM), that represents words as multiple overlapping clusterings. MVM finds multiple data partitions based on different subsets of features, subject to the marginal constraint that feature subsets are distributed according to Latent Dirichlet Allocation. Intuitively, this constraint favors feature partitions that have coherent topical semantics. Furthermore, MVM uses soft feature assignment, hence the contribution of each data point to each clustering view is variable, isolating the impact of data only to views where they assign the most features. Through a series of experiments, we demonstrate the utility of MVM as an inductive bias for capturing relations between words that are intuitive to humans, outperforming related models such as Latent Dirichlet Allocation. 1"
10.1.1.224.3770,19 Influenza Influenza,2011,"The disease Influenza is an acute viral infection of the respiratory tract. There are three types of influenza virus: A, B and C. Influenza A and influenza B are responsible for most clinical illness. Influenza is highly infectious with a usual incubation period of one to three days. The disease is characterised by the sudden onset of fever, chills, headache, myalgia and extreme fatigue. Other common symptoms include a dry cough, sore throat and stuffy nose. For otherwise healthy individuals, influenza is an unpleasant but usually self-limiting disease with recovery usually within two to seven days. The illness may be complicated by (and may present as) bronchitis, secondary bacterial pneumonia or, in children, otitis media. Influenza can be complicated by meningitis, encephalitis or meningoencephalitis. The risk of serious illness from influenza is higher amongst children under six months of"
10.1.1.224.1983,19 Influenza Influenza,2011,"The disease Influenza is an acute viral infection of the respiratory tract. There are three types of influenza virus: A, B and C. Influenza A and influenza B are responsible for most clinical illness. Influenza is highly infectious with a usual incubation period of one to three days. The disease is characterised by the sudden onset of fever, chills, headache, myalgia and extreme fatigue. Other common symptoms include a dry cough, sore throat and stuffy nose. For otherwise healthy individuals, influenza is an unpleasant but usually self-limiting disease with recovery usually within two to seven days. The illness may be complicated by (and may present as) bronchitis, secondary bacterial pneumonia or, in children, otitis media. Influenza can be complicated by meningitis, encephalitis or meningoencephalitis. The risk of serious illness from influenza is higher amongst children under six months of"
10.1.1.222.7587,of LaborComparing the Early Research Performance of PhD Graduates in Labor Economics in Europe and the USA,2008,"Any opinions expressed here are those of the author(s) and not those of IZA. Research published in this series may include views on policy, but the institute itself takes no institutional policy positions. The Institute for the Study of Labor (IZA) in Bonn is a local and virtual international research center and a place of communication between science, politics and business. IZA is an independent nonprofit organization supported by Deutsche Post World Net. The center is associated with the University of Bonn and offers a stimulating research environment through its international network, workshops and conferences, data service, project support, research visits and doctoral program. IZA engages in (i) original and internationally competitive research in all fields of labor economics, (ii) development of policy concepts, and (iii) dissemination of research results and concepts to the interested public. IZA Discussion Papers often represent preliminary work and are circulated to encourage discussion. Citation of such a paper should account for its provisional character. A revised version may be"
10.1.1.221.7572,On Leighton’s graph covering theorem,,"Abstract. We give short expositions of both Leighton’s proof and the Bass-Kulkarni proof of Leighton’s graph covering theorem, in the context of colored graphs. We discuss a further generalization, needed elsewhere, to “symmetryrestricted graphs. ” We can prove it in some cases, for example, if the “graph of colors ” is a tree, but we do not know if it is true in general. We show that Bass’s Conjugation Theorem, which is a tool in the Bass-Kulkarni approach, does hold in the symmetry-restricted context. Leighton’s graph covering theorem says: Theorem (Leighton [5]). Two finite graphs which have a common covering have a common finite covering. It answered a conjecture of Angluin and Gardiner who had proved the case that both graphs are k–regular [1]. Leighton’s proof is short (two pages), but has been considered by some to lack transparency. It was reframed in terms of Bass-Serre theory by Bass and Kulkarni [2, 3], expanding its length considerably but providing group-theoretic tools which have other uses."
10.1.1.221.7060,Documentation Check List,2005,The revision starts after page 4 of this document
10.1.1.220.7843,Towards Interactivity for TEX,,"Much work has been done to improve the level of interactivity avdable to TEX users. This work is categorized, and probable reasons are discussed why it is not really widespread. A more general view of ""interactivity "" may also lead to other tools. A common prerequisite for all these tools is the need to know about TEX'S functionality. The description of TEX should be formal, since the avdable lnformal descriptions have not given satisfactory results. After an abstract decomposition of TEX, an approach for the formal specification of one subsystem (the macro language) is presented. This specification may be interpreted by a Common Lisp system. The resulting Executable TEX Language Specification (ETLS) can be used as the kernel of a TEX macro debugger. Variations on A Theme ""Interactive TEX is the oldest theme on TUG meetings:"
10.1.1.220.504,Tutorial to Locales and Locale Interpretation,,"Locales are Isabelle’s approach for dealing with parametric theories. They have been designed as a module system for a theorem prover that can adequately represent the complex inter-dependencies between structures found in abstract algebra, but have proven fruitful also in other applications — for example, software verification. Both design and implementation of locales have evolved considerably since Kammüller did his initial experiments. Today, locales are a simple yet powerful extension of the Isar proof language. The present tutorial covers all major facilities of locales. It is intended for locale novices; familiarity with Isabelle and Isar is presumed. 1"
10.1.1.220.234,Convergence Distance,,"⇒ All messages scanned by security gateways 2. Wireless (WiFi) is spreading (Intel Centrino) 3. More Cell phones than POTS. Smart Cell phones w PDA, email, video, images ⇒ Mobility 4. Broadband Access is growing faster than cell phones Fiber is creeping towards home 5. Ethernet extending from Enterprise to Access to Metro … 6. Wiring more expensive than equipment ⇒ Wireless Access 7. Multi-Protocol Label Switching for traffic engineering 8. Voice over Internet Protocol (VOIP) is in the Mainstream"
10.1.1.22.741,Grid Information Services for Distributed Resource Sharing,2001,"Grid technologies enable large-scale sharing of resources within formal or informal consortia of individuals and/or institutions: what are sometimes called virtual organizations. In these settings, the discovery, characterization, and monitoring of resources, services, and computations are challenging problems due to the considerable diversity, large numbers, dynamic behavior, and geographical distribution of the entities in which a user might be interested. Consequently, information services are a vital part of any Grid software infrastructure, providing fundamental mechanisms for discovery and monitoring, and hence for planning and adapting application behavior.  We present here an information services architecture that addresses performance, security, scalability, and robustness requirements. Our architecture defines simple low-level enquiry  and registration protocols that make it easy to incorporate individual entities into various information structures, such as aggregate directories that support a variety of different query languages and discovery strategies. These protocols can also be combined with other Grid protocols to construct additional higher-level services and capabilities such as brokering, monitoring, fault detection, and troubleshooting. Our architecture has been implemented as MDS-2, which forms part of the Globus Grid toolkit and has been widely deployed and applied.  "
10.1.1.22.6188,Modeling and Rendering of Weathered Stone,0,"Stone is widespread in its use as a building material and artistic medium. One of its most remarkable qualities is that it changes appearance as it interacts with the environment. These changes are mainly confined to the surface but involve complex volumetric effects such as erosion and mineral dissolution. This paper presents an approach for the modeling and rendering of changes in the shape and appearance of stone.  To represent stone, we introduce a slab data structure, which is a surface-aligned volume confined to a narrow region around the boundary of the stone. Our weathering model employs a simulation of the flow of moisture and the transport, dissolution, and recrystallization of minerals within the porous stone volume. In addition, this model governs the erosion of material from the surface. To render the optical effects of translucency and coloration due to the composition of minerals near the surface, we simulate the scattering of light inside the stone using a general subsurface Monte Carlo ray tracer. These techniques can capture many aspects of the time-dependent appearance of stone. We demonstrate the approach with models of granite and marble statues, as well as a sandstone column.  CR Categories: I.3.7 [Computer Graphics]: Three-Dimensional Graphics and Realism; I.6.3 [Simulation and Modeling]: Applications. Additional Keywords: erosion, material models, natural phenomena, physical simulation, ray tracing, subsurface scattering, texturing, volume modeling, weathering.  1 "
10.1.1.22.3739,A Unified Approach to Spatial Outliers Detection,2003,"Spatial outliers represent locations which are significantly different from their neighborhoods even though they may not be significantly different from the entire population. Identification of spatial outliers can lead to the discovery of unexpected, interesting, and implicit knowledge, such as local instability. In this paper, we first provide a general definition of S-outliers for spatial outliers. This definition subsumes the traditional definitions of spatial outliers. Second, we characterize the computation structure of spatial outlier detection methods and present scalable algorithms. Third, we provide a cost model of the proposed algorithms. Finally, we provide experimental evaluations of our algorithms using a MinneapolisSt. Paul(Twin Cities) traffic data set."
10.1.1.22.3256,Eraser: A Dynamic Data Race Detector for Multi-Threaded Programs,1997,"Multi-threaded programming is difficult and error prone. It is easy to make a mistake in synchronization that produces a data race, yet it can be extremely hard to locate this mistake during debugging. This paper describes a new tool, called Eraser, for dynamically detecting data races in lock-based multi-threaded programs. Eraser uses binary rewriting techniques to monitor every shared memory reference and verify that consistent locking behavior is observed. We present several case studies, including undergraduate coursework and a multi-threaded Web search engine, that demonstrate the effectiveness of this approach. 1 Introduction  Multi-threading has become a common programming technique. Most commercial operating systems support threads, and popular applications like Microsoft Word and Netscape Navigator are multi-threaded. Unfortunately, debugging a multi-threaded program can be difficult. Simple errors in synchronization can produce timing-dependent data races that can take weeks ..."
10.1.1.22.2354,Efficient Approximation and Optimization Algorithms for Computational Metrology,1997,"We give efficient algorithms for solving several geometric problems in computational metrology, focusing on the fundamental issues of ""flatness"" and ""roundness."" Specifically, we give approximate and exact algorithms for 2- and 3-dimensional roundness primitives, deriving results that improve previous approaches in several respects, including problem definition, running time, underlying computational model, and dimensionality of the input. We also study methods for determining the width of a d-dimensional point set, which corresponds to the metrology notion of ""flatness,"" giving an approximation method that can serve as a fast exactcomputation filter for this metrology primitive. Finally, we report on experimental results derived from implementation and testing, particularly in 3-space, of our approximation algorithms, including several heuristics designed to significantly speed-up the computations in practice.  "
10.1.1.22.2062,Attempto Controlled English (ACE),,Contents 1 What is Attempto Controlled English (ACE)? .................................................................1 2 ACE in a Nutshell.............................................................................................................2 3 Grammar of ACE..............................................................................................................9  3.1 Some Terminology............................................................................................................................. 9 3.2 Simple Sentences ............................................................................................................................. 10 3.2.1 Basic Form .......................................................................................................................... 10 3.2.2 Modifying Nouns and Noun Phrases .................................................................................. 12 3.2.2.1 Adjectives ...................
10.1.1.22.1835,MPEGTool: An X Window Based MPEG Encoder and Statistics Tool,1993,"In this paper, we describe MPEGTool, an X window based  tool which can be used to generate an MPEG  2  encoded bit  stream for video sequences and to study the statistical  properties of the encoded data. It is a very versatile tool that  was designed to study the characteristics of variable bit rate  video sources for transmission over ATM  3  based BISDN  4  .  The tool, which has a window based graphical user  interface, allows a user to specify several of the MPEG  parameters such as the intraframe to interframe ratio, and  the quantizer scale. The tool also includes a statistical  package which allows the user to plot graphs of various  statistics including bit distributions, ATM cell distributions,  time series, autocorrelation functions and cell interarrival  times.  1.0 "
10.1.1.219.6360,ACKNOWLEDGEMENT,,"(CIFOR), 2007."
10.1.1.219.5099,Geodesic distance-weighted shape vector image diffusion,,"Abstract—This paper presents a novel and efficient surface matching and visualization framework through the geodesic distanceweighted shape vector image diffusion. Based on conformal geometry, our approach can uniquely map a 3D surface to a canonical rectangular domain and encode the shape characteristics (e.g., mean curvatures and conformal factors) of the surface in the 2D domain to construct a geodesic distance-weighted shape vector image, where the distances between sampling pixels are not uniform but the actual geodesic distances on the manifold. Through the novel geodesic distance-weighted shape vector image diffusion presented in this paper, we can create a multiscale diffusion space, in which the cross-scale extrema can be detected as the robust geometric features for the matching and registration of surfaces. Therefore, statistical analysis and visualization of surface properties across subjects become readily available. The experiments on scanned surface models show that our method is very robust for feature extraction and surface matching even under noise and resolution change. We have also applied the framework on the real 3D human neocortical surfaces, and demonstrated the excellent performance of our approach in statistical analysis and integrated visualization of the multimodality volumetric data over the shape vector image. Index Terms—Surface Matching, Shape Vector Image, Multiscale Diffusion, Visualization. 1"
10.1.1.219.4963,3Center for the Neural Basis of Cognition,,"of the eye movement command is thought to trigger remapping. Updating creates a stable representation of space by compensating for the displacement of objects on the retina. We hypothesized that spatial updating also occurs in humans. Behavioral results in humans and nonhuman primates have shown that they have similar abilities in double-step eye movement tasks that require the use of updated visual information (Baizer and Bender, 1989; Hallett and Lightstone, 1976). Moreover, the parietal lobe is critical for task performance. Humans with parietal lobe damage are unable to perform double-step tasks (Duhamel et al., 1992b; Heide et al., 1995), and parietal neurons in monkeys are specifically active in these tasks (Goldberg et al., 1990). We thus hypothesized that up-"
10.1.1.218.9310,Status of this Memo Audio/Video Transport Working Group,2000,"RTP: A Transport Protocol for Real-Time Applications This document is an Internet-Draft and is in full conformance with all provisions of Section 10 of RFC2026. Internet-Drafts are working documents of the Internet Engineering Task Force (IETF), its areas, and its working groups. Note that other groups may also distribute working documents as Internet-Drafts. Internet-Drafts are draft documents valid for a maximum of six months and may be updated, replaced, or obsoleted by other documents at any time. It is inappropriate to use Internet-Drafts as reference material or to cite them other than as “work in progress.” The list of current Internet-Drafts can be accessed at"
10.1.1.218.7681,Parameter synthesis in nonlinear dynamical systems: Application to systems biology,2009,"Abstract. The dynamics of biological processes are often modeled as systems of nonlinear ordinary differential equations (ODE). An important feature of nonlinear ODEs is that seemingly minor changes in initial conditions or parameters can lead to radically different behaviors. This is problematic because in general it is never possible to know/measure the precise state of any biological system due to measurement errors. The parameter synthesis problem is to identify sets of parameters (including initial conditions) for which a given system of nonlinear ODEs does not reach a given set of undesirable states. We present an efficient algorithm for solving this problem that combines sensitivity analysis with an efficient search over initial conditions. It scales to high-dimensional models and is exact if the given model is affine. We demonstrate our method on a model of the acute inflammatory response to bacterial infection, and identify initial conditions consistent with 3 biologically relevant outcomes."
10.1.1.216.977,5 Don’t All Running Programs Introspect? 5,2010,"This paper extends three decades of work arguing that researchers who discuss consciousness should not restrict themselves only to (adult) human minds, but should study (and attempt to model) many kinds of minds, natural and artificial, thereby contributing to our understanding of the space containing all of them. We need to study what they do or can do, how they can do it, and how the natural ones can be emulated in synthetic minds. That requires: (a) understanding sets of requirements that are met by different sorts of minds, i.e. the niches that they occupy, (b) understanding the space of possible designs, and (c) understanding complex and varied relationships between requirements and designs. Attempts to model or explain any particular phenomenon, such as vision, emotion, learning, language use, or consciousness lead to muddle and confusion unless they are placed in that broader context. A methodology for making progress is summarised and a novel requirement proposed for a theory of how human minds work: the theory should support a single generic design for a learning, developing system that, in addition to meeting familiar requirements, should be capable of developing different and opposed philosophical viewpoints about consciousness, and the so-called hard problem. In other words, we need a common explanation for the mental machinations of mysterians, materialists, functionalists,"
10.1.1.216.9539,Comparison of generative and discriminative techniques for object detection and classification,2006,"Abstract. Many approaches to object recognition are founded on probability theory, and can be broadly characterized as either generative or discriminative according to whether or not the distribution of the image features is modelled. Generative and discriminative methods have very different characteristics, as well as complementary strengths and weaknesses. In this chapter we introduce new generative and discriminative models for object detection and classification based on weakly labelled training data. We use these models to illustrate the relative merits of the two approaches in the context of a data set of widely varying images of non-rigid objects (animals). Our results support the assertion that neither approach alone will be sufficient for large scale object recognition, and we discuss techniques for combining the strengths of generative and discriminative approaches. 1"
10.1.1.216.225,"PRODUCTS, INTEL ASSUMES NO LIABILITY WHATSOEVER AND INTEL DISCLAIMS ANY EXPRESS OR IMPLIED WARRANTY, RELATING TO SALE AND/OR USE OF INTEL PRODUCTS INCLUDING LIABILITY OR WARRANTIES",,"TION WHERE PERSONAL INJURY OR DEATH MAY OCCUR. Intel may make changes to specifications and product descriptions at any time, without notice. Designers must not rely on the absence or characteristics of any features or instructions marked ""reserved "" or ""undefined."" Intel reserves these for future definition and shall have no responsibility whatsoever for conflicts or incompatibilities arising from future changes to them. The information here is subject to change without notice. Do not finalize a design with this information. The Intel ® 64 architecture processors may contain design defects or errors known as errata. Current characterized errata are available on request. Intel ® Hyper-Threading Technology requires a computer system with an Intel ® processor supporting Intel Hyper-Threading Technology and an Intel ® HT Technology enabled chipset, BIOS and operating system. Performance will vary depending on the specific hardware and software you use. For more information, see"
10.1.1.214.249,Semi-Supervised Bio-Named Entity Recognition with Word-Codebook Learning,,"We describe a novel semi-supervised method called Word-Codebook Learning (WCL), and apply it to the task of bionamed entity recognition (bioNER). Typical bioNER systems can be seen as tasks of assigning labels to words in bioliterature text. To improve supervised tagging, WCL learns a class of word-level feature embeddings to capture word semantic meanings or word label patterns from a large unlabeled corpus. Words are then clustered according to their embedding vectors through a vector quantization step, where each word is assigned into one of the codewords in a codebook. Finally codewords are treated as new word attributes and are added for entity labeling. Two types of wordcodebook learning are proposed: (1) General WCL, where an unsupervised method uses contextual semantic similarity of words to learn accurate word representations; (2) Task-oriented WCL, where for every word a semi-supervised method learns target-class label patterns from unlabeled data using supervised signals from trained bioNER model. Without the need for complex linguistic features, we demonstrate utility of WCL on the BioCreativeII gene name recognition competition data, where WCL yields state-of-the-art performance and shows great improvements over supervised baselines and semi-supervised counter peers."
